identifier,name,country,political_group,gender,parliamentary_term
1832,Marianne Thyssen,BE,PPE,FEMALE,8
124936,Maria Arena,BE,S-D,FEMALE,8
5729,Kathleen Van Brempt,BE,S-D,FEMALE,8
117491,Anneleen Van Bossuyt,BE,ECR,FEMALE,8
125105,Helga Stevens,BE,ECR,FEMALE,8
130100,Hilde Vautmans,BE,RENEW,FEMALE,8
4253,Frédérique Ries,BE,RENEW,FEMALE,8
96848,Mariya Gabriel,BG,PPE,FEMALE,8
98341,Eva Maydell,BG,PPE,FEMALE,8
38605,Iliana Iotova,BG,S-D,FEMALE,8
125128,Iskra Mihaylova,BG,RENEW,FEMALE,8
124710,Michaela Šojdrová,CZ,PPE,FEMALE,8
23699,Kateřina Konečná,CZ,NI,FEMALE,8
96718,Olga Sehnalová,CZ,S-D,FEMALE,8
124708,Dita Charanzová,CZ,RENEW,FEMALE,8
124709,Martina Dlabajová,CZ,RENEW,FEMALE,8
23699,Kateřina Konečná,CZ,THE-LEFT,FEMALE,8
124876,Rikke-Louise Karlsson,DK,NI,FEMALE,8
37312,Christel Schaldemose,DK,S-D,FEMALE,8
28161,Margrete Auken,DK,VERTS-ALE,FEMALE,8
124876,Rikke-Louise Karlsson,DK,ECR,FEMALE,8
1055,Godelieve Quisthoudt-Rowohl,DE,PPE,FEMALE,8
112788,Birgit Collin-Langen,DE,PPE,FEMALE,8
28220,Ingeborg Gräßle,DE,PPE,FEMALE,8
4282,Renate Sommer,DE,PPE,FEMALE,8
4289,Angelika Niebler,DE,PPE,FEMALE,8
96756,Sabine Verheyen,DE,PPE,FEMALE,8
96780,Monika Hohlmeier,DE,PPE,FEMALE,8
124826,Martina Werner,DE,S-D,FEMALE,8
124836,Maria Noichl,DE,S-D,FEMALE,8
124838,Susanne Melior,DE,S-D,FEMALE,8
124841,Iris Hoffmann,DE,S-D,FEMALE,8
124888,Gabriele Preuß,DE,S-D,FEMALE,8
1849,Sylvia-Yvonne Kaufmann,DE,S-D,FEMALE,8
1854,Constanze Krehl,DE,S-D,FEMALE,8
1913,Evelyne Gebhardt,DE,S-D,FEMALE,8
195912,Babette Winter,DE,S-D,FEMALE,8
93624,Ulrike Rodust,DE,S-D,FEMALE,8
96831,Jutta Steinruck,DE,S-D,FEMALE,8
96837,Petra Kammerevert,DE,S-D,FEMALE,8
96839,Kerstin Westphal,DE,S-D,FEMALE,8
96932,Birgit Sippel,DE,S-D,FEMALE,8
103381,Terry Reintke,DE,VERTS-ALE,FEMALE,8
124848,Maria Heubuch,DE,VERTS-ALE,FEMALE,8
28233,Rebecca Harms,DE,VERTS-ALE,FEMALE,8
28240,Helga Trüpel,DE,VERTS-ALE,FEMALE,8
96728,Barbara Lochbihler,DE,VERTS-ALE,FEMALE,8
96734,Ska Keller,DE,VERTS-ALE,FEMALE,8
124825,Beatrix von Storch,DE,ECR,FEMALE,8
124829,Ulrike Trebesius,DE,ECR,FEMALE,8
124862,Ulrike Müller,DE,RENEW,FEMALE,8
120478,Martina Michels,DE,THE-LEFT,FEMALE,8
96852,Cornelia Ernst,DE,THE-LEFT,FEMALE,8
124698,Marju Lauristin,EE,S-D,FEMALE,8
124700,Jana Toom,EE,RENEW,FEMALE,8
124988,Deirdre Clune,IE,PPE,FEMALE,8
28115,Mairead McGuinness,IE,PPE,FEMALE,8
96603,Nessa Childers,IE,S-D,FEMALE,8
124984,Lynn Boylan,IE,THE-LEFT,FEMALE,8
22418,Esther Herranz García,ES,PPE,FEMALE,8
28390,Pilar del Castillo Vera,ES,PPE,FEMALE,8
4319,Pilar Ayuso,ES,PPE,FEMALE,8
96765,Verónica Lope Fontagné,ES,PPE,FEMALE,8
96806,Teresa Jiménez-Becerril Barrio,ES,PPE,FEMALE,8
96811,Rosa Estaràs Ferragut,ES,PPE,FEMALE,8
125041,Soledad Cabezón Ruiz,ES,S-D,FEMALE,8
125043,Inma Rodríguez-Piñero,ES,S-D,FEMALE,8
125045,Clara Aguilera,ES,S-D,FEMALE,8
28292,Inés Ayala Sender,ES,S-D,FEMALE,8
28298,Iratxe García Pérez,ES,S-D,FEMALE,8
4334,Elena Valenciano,ES,S-D,FEMALE,8
96991,Eider Gardiazabal Rubial,ES,S-D,FEMALE,8
24942,Ana Miranda Paz,ES,VERTS-ALE,FEMALE,8
125038,Maite Pagazaurtundúa,ES,RENEW,FEMALE,8
96922,Izaskun Bilbao Barandica,ES,RENEW,FEMALE,8
101580,Constance Le Grip,FR,PPE,FEMALE,8
1179,Michèle Alliot-Marie,FR,PPE,FEMALE,8
124732,Angélique Delahaye,FR,PPE,FEMALE,8
2025,Françoise Grossetête,FR,PPE,FEMALE,8
24594,Anne Sander,FR,PPE,FEMALE,8
38596,Elisabeth Morin-Chartier,FR,PPE,FEMALE,8
4345,Tokia Saïfi,FR,PPE,FEMALE,8
72775,Rachida Dati,FR,PPE,FEMALE,8
72779,Nadine Morano,FR,PPE,FEMALE,8
124740,Joëlle Bergeron,FR,NI,FEMALE,8
124748,Marie-Christine Arnautu,FR,NI,FEMALE,8
124750,Mireille D'Ornano,FR,NI,FEMALE,8
124753,Marie-Christine Boutonnet,FR,NI,FEMALE,8
124758,Mylène Troszczynski,FR,NI,FEMALE,8
124765,Joëlle Mélin,FR,NI,FEMALE,8
124769,Sophie Montel,FR,NI,FEMALE,8
124771,Dominique Bilde,FR,NI,FEMALE,8
21331,Sylvie Goddyn,FR,NI,FEMALE,8
28210,Marine Le Pen,FR,NI,FEMALE,8
103845,Virginie Rozière,FR,S-D,FEMALE,8
114279,Isabelle Thomas,FR,S-D,FEMALE,8
124287,Christine Revault d'Allonnes Bonnefoy,FR,S-D,FEMALE,8
193080,Karine Gloanec Maurin,FR,S-D,FEMALE,8
1985,Pervenche Berès,FR,S-D,FEMALE,8
96952,Sylvie Guillaume,FR,S-D,FEMALE,8
96743,Michèle Rivasi,FR,VERTS-ALE,FEMALE,8
96868,Karima Delli,FR,VERTS-ALE,FEMALE,8
96883,Eva Joly,FR,VERTS-ALE,FEMALE,8
124765,Joëlle Mélin,FR,ID,FEMALE,8
124771,Dominique Bilde,FR,ID,FEMALE,8
189065,France Jamet,FR,ID,FEMALE,8
119434,Dubravka Šuica,HR,PPE,FEMALE,8
119436,Ivana Maletić,HR,PPE,FEMALE,8
124749,Marijana Petir,HR,PPE,FEMALE,8
185341,Željana Zovko,HR,PPE,FEMALE,8
112748,Biljana Borzan,HR,S-D,FEMALE,8
119431,Ruža Tomašić,HR,ECR,FEMALE,8
124831,Isabella Adinolfi,IT,PPE,FEMALE,8
124861,Caterina Chinnici,IT,PPE,FEMALE,8
28429,Alessandra Mussolini,IT,PPE,FEMALE,8
58758,Elisabetta Gardini,IT,PPE,FEMALE,8
96775,Lara Comi,IT,PPE,FEMALE,8
96813,Barbara Matera,IT,PPE,FEMALE,8
124777,Tiziana Beghin,IT,NI,FEMALE,8
124779,Eleonora Evi,IT,NI,FEMALE,8
124811,Laura Agea,IT,NI,FEMALE,8
124831,Isabella Adinolfi,IT,NI,FEMALE,8
124833,Laura Ferrara,IT,NI,FEMALE,8
124835,Rosa D'Amato,IT,NI,FEMALE,8
124842,Daniela Aiuto,IT,NI,FEMALE,8
124859,Giulia Moi,IT,NI,FEMALE,8
28429,Alessandra Mussolini,IT,NI,FEMALE,8
97198,Mara Bizzotto,IT,NI,FEMALE,8
124787,Renata Briano,IT,S-D,FEMALE,8
124799,Alessandra Moretti,IT,S-D,FEMALE,8
124801,Cécile Kashetu Kyenge,IT,S-D,FEMALE,8
124803,Isabella De Monte,IT,S-D,FEMALE,8
124804,Elly Schlein,IT,S-D,FEMALE,8
124814,Simona Bonafè,IT,S-D,FEMALE,8
124846,Pina Picierno,IT,S-D,FEMALE,8
124847,Elena Gentile,IT,S-D,FEMALE,8
124861,Caterina Chinnici,IT,S-D,FEMALE,8
124864,Michela Giuffrida,IT,S-D,FEMALE,8
124868,Alessia Maria Mosca,IT,S-D,FEMALE,8
28340,Patrizia Toia,IT,S-D,FEMALE,8
28346,Mercedes Bresso,IT,S-D,FEMALE,8
96917,Silvia Costa,IT,S-D,FEMALE,8
124779,Eleonora Evi,IT,VERTS-ALE,FEMALE,8
124835,Rosa D'Amato,IT,VERTS-ALE,FEMALE,8
58758,Elisabetta Gardini,IT,ECR,FEMALE,8
97198,Mara Bizzotto,IT,ID,FEMALE,8
25704,Eleni Theocharous,CY,PPE,FEMALE,8
25704,Eleni Theocharous,CY,ECR,FEMALE,8
28617,Inese Vaidere,LV,PPE,FEMALE,8
96934,Sandra Kalniete,LV,PPE,FEMALE,8
124745,Iveta Grigule-Pēterse,LV,NI,FEMALE,8
28619,Tatjana Ždanoka,LV,NI,FEMALE,8
28619,Tatjana Ždanoka,LV,VERTS-ALE,FEMALE,8
28276,Laima Liucija Andrikienė,LT,PPE,FEMALE,8
96681,Vilija Blinkevičiūtė,LT,S-D,FEMALE,8
1185,Viviane Reding,LU,PPE,FEMALE,8
124776,Mady Delvaux,LU,S-D,FEMALE,8
193292,Tilly Metz,LU,VERTS-ALE,FEMALE,8
102886,Ildikó Gáll-Pelcz,HU,PPE,FEMALE,8
124712,Andrea Bocskor,HU,PPE,FEMALE,8
28141,Lívia Járóka,HU,PPE,FEMALE,8
28150,Kinga Gál,HU,PPE,FEMALE,8
124712,Andrea Bocskor,HU,NI,FEMALE,8
28141,Lívia Járóka,HU,NI,FEMALE,8
28150,Kinga Gál,HU,NI,FEMALE,8
96661,Krisztina Morvai,HU,NI,FEMALE,8
118859,Roberta Metsola,MT,PPE,FEMALE,8
124968,Therese Comodini Cachia,MT,PPE,FEMALE,8
118858,Marlene Mizzi,MT,S-D,FEMALE,8
124970,Miriam Dalli,MT,S-D,FEMALE,8
125030,Annie Schreijer-Pierik,NL,PPE,FEMALE,8
38398,Esther De Lange,NL,PPE,FEMALE,8
97513,Vicky Maeijer,NL,NI,FEMALE,8
125021,Agnes Jongerius,NL,S-D,FEMALE,8
37229,Kati Piri,NL,S-D,FEMALE,8
96815,Judith Sargentini,NL,VERTS-ALE,FEMALE,8
190519,Caroline Nagtegaal,NL,RENEW,FEMALE,8
28266,Sophia in 't Veld,NL,RENEW,FEMALE,8
125023,Anja Hazekamp,NL,THE-LEFT,FEMALE,8
125016,Claudia Schmidt,AT,PPE,FEMALE,8
96882,Elisabeth Köstinger,AT,PPE,FEMALE,8
125024,Barbara Kappel,AT,NI,FEMALE,8
133316,Karoline Graswander-Hainz,AT,S-D,FEMALE,8
96998,Evelyn Regner,AT,S-D,FEMALE,8
97014,Karin Kadenbach-Razborcan,AT,S-D,FEMALE,8
124934,Monika Vana,AT,VERTS-ALE,FEMALE,8
97017,Ulrike Lunacek,AT,VERTS-ALE,FEMALE,8
124889,Agnieszka Kozłowska,PL,PPE,FEMALE,8
124898,Julia Pitera,PL,PPE,FEMALE,8
28284,Barbara Kudrycka,PL,PPE,FEMALE,8
96776,Róża Thun und Hohenstein,PL,PPE,FEMALE,8
96779,Danuta Maria Hübner,PL,PPE,FEMALE,8
96781,Danuta Jazłowiecka,PL,PPE,FEMALE,8
96791,Elżbieta Katarzyna Łukacijewska,PL,PPE,FEMALE,8
124883,Krystyna Łybacka,PL,S-D,FEMALE,8
28377,Lidia Joanna Geringer De Oedenberg,PL,S-D,FEMALE,8
124877,Jadwiga Wiśniewska,PL,ECR,FEMALE,8
124900,Beata Gosiewska,PL,ECR,FEMALE,8
28334,Urszula Krupa,PL,ECR,FEMALE,8
28353,Anna Fotyga,PL,ECR,FEMALE,8
96776,Róża Thun und Hohenstein,PL,RENEW,FEMALE,8
124733,Sofia Ribeiro,PT,PPE,FEMALE,8
124734,Cláudia Monteiro de Aguiar,PT,PPE,FEMALE,8
124737,Maria João Rodrigues,PT,S-D,FEMALE,8
125099,Liliana Rodrigues,PT,S-D,FEMALE,8
28306,Ana Gomes,PT,S-D,FEMALE,8
28308,Elisa Ferreira,PT,S-D,FEMALE,8
96820,Marisa Matias,PT,THE-LEFT,FEMALE,8
37324,Adina Vălean,RO,PPE,FEMALE,8
39713,Renate Weber,RO,PPE,FEMALE,8
39717,Ramona Nicole Mănescu,RO,PPE,FEMALE,8
96824,Monica Macovei,RO,PPE,FEMALE,8
96825,Norica Nicolai,RO,PPE,FEMALE,8
124785,Maria Grapini,RO,S-D,FEMALE,8
124793,Claudia Țapardel,RO,S-D,FEMALE,8
191377,Maria Gabriela Zoană,RO,S-D,FEMALE,8
33989,Daciana Octavia Sârbu,RO,S-D,FEMALE,8
33997,Corina Crețu,RO,S-D,FEMALE,8
95281,Viorica Dăncilă,RO,S-D,FEMALE,8
96824,Monica Macovei,RO,ECR,FEMALE,8
125103,Patricija Šulin,SI,PPE,FEMALE,8
125104,Romana Tomc,SI,PPE,FEMALE,8
96911,Tanja Fajon,SI,S-D,FEMALE,8
23894,Anna Záborská,SK,PPE,FEMALE,8
23868,Monika Beňová,SK,NI,FEMALE,8
23868,Monika Beňová,SK,S-D,FEMALE,8
96655,Monika Smolková,SK,S-D,FEMALE,8
124901,Jana Žitňanská,SK,ECR,FEMALE,8
124726,Henna Virkkunen,FI,PPE,FEMALE,8
40599,Sirpa Pietikäinen,FI,PPE,FEMALE,8
124735,Miapetra Kumpula-Natri,FI,S-D,FEMALE,8
96684,Liisa Jaakonsaari,FI,S-D,FEMALE,8
2054,Heidi Hautala,FI,VERTS-ALE,FEMALE,8
132366,Pirkko Ruohonen-Lerner,FI,ECR,FEMALE,8
191693,Elsi Katainen,FI,RENEW,FEMALE,8
124736,Merja Kyllönen,FI,THE-LEFT,FEMALE,8
96674,Anna Maria Corazza Bildt,SE,PPE,FEMALE,8
124995,Kristina Winberg,SE,NI,FEMALE,8
124991,Jytte Guteland,SE,S-D,FEMALE,8
124997,Soraya Post,SE,S-D,FEMALE,8
28131,Anna Hedh,SE,S-D,FEMALE,8
96672,Marita Ulvskog,SE,S-D,FEMALE,8
124993,Bodil Valero,SE,VERTS-ALE,FEMALE,8
128588,Linnéa Engström,SE,VERTS-ALE,FEMALE,8
96675,Isabella Lövin,SE,VERTS-ALE,FEMALE,8
124995,Kristina Winberg,SE,ECR,FEMALE,8
124992,Malin Björk,SE,THE-LEFT,FEMALE,8
197455,Cindy Franssen,BE,PPE,FEMALE,9
124936,Maria Arena,BE,S-D,FEMALE,9
5729,Kathleen Van Brempt,BE,S-D,FEMALE,9
197470,Saskia Bricmont,BE,VERTS-ALE,FEMALE,9
197471,Petra De Sutter,BE,VERTS-ALE,FEMALE,9
208722,Sara Matthieu,BE,VERTS-ALE,FEMALE,9
197469,Assita Kanko,BE,ECR,FEMALE,9
130100,Hilde Vautmans,BE,RENEW,FEMALE,9
4253,Frédérique Ries,BE,RENEW,FEMALE,9
98341,Eva Maydell,BG,PPE,FEMALE,9
197842,Elena Yoncheva,BG,NI,FEMALE,9
197842,Elena Yoncheva,BG,S-D,FEMALE,9
197845,Tsvetelina Penkova,BG,S-D,FEMALE,9
125128,Iskra Mihaylova,BG,RENEW,FEMALE,9
197842,Elena Yoncheva,BG,RENEW,FEMALE,9
197848,Atidzhe Alieva-Veli,BG,RENEW,FEMALE,9
124710,Michaela Šojdrová,CZ,PPE,FEMALE,9
23699,Kateřina Konečná,CZ,NI,FEMALE,9
197522,Radka Maxová,CZ,S-D,FEMALE,9
197549,Markéta Gregorová,CZ,VERTS-ALE,FEMALE,9
197552,Veronika Vrecionová,CZ,ECR,FEMALE,9
124708,Dita Charanzová,CZ,RENEW,FEMALE,9
124709,Martina Dlabajová,CZ,RENEW,FEMALE,9
197522,Radka Maxová,CZ,RENEW,FEMALE,9
23699,Kateřina Konečná,CZ,THE-LEFT,FEMALE,9
197515,Pernille Weiss-Ehler,DK,PPE,FEMALE,9
199941,Marianne Vind,DK,S-D,FEMALE,9
37312,Christel Schaldemose,DK,S-D,FEMALE,9
197573,Kira Marie Peter-Hansen,DK,VERTS-ALE,FEMALE,9
28161,Margrete Auken,DK,VERTS-ALE,FEMALE,9
197567,Karen Melchior,DK,RENEW,FEMALE,9
204331,Linea Søgaard-Lidell,DK,RENEW,FEMALE,9
197408,Hildegard Bentele,DE,PPE,FEMALE,9
197422,Christine Schneider,DE,PPE,FEMALE,9
197427,Marlene Mortler,DE,PPE,FEMALE,9
197429,Marion Walsmann,DE,PPE,FEMALE,9
206158,Manuela Ripa,DE,PPE,FEMALE,9
226260,Karolin Braunsberger-Reinhold,DE,PPE,FEMALE,9
4289,Angelika Niebler,DE,PPE,FEMALE,9
96756,Sabine Verheyen,DE,PPE,FEMALE,9
96780,Monika Hohlmeier,DE,PPE,FEMALE,9
99945,Lena Düpont,DE,PPE,FEMALE,9
197475,Christine Anderson,DE,NI,FEMALE,9
197483,Sylvia Limmer,DE,NI,FEMALE,9
206158,Manuela Ripa,DE,NI,FEMALE,9
124836,Maria Noichl,DE,S-D,FEMALE,9
1854,Constanze Krehl,DE,S-D,FEMALE,9
1913,Evelyne Gebhardt,DE,S-D,FEMALE,9
197433,Katarina Barley,DE,S-D,FEMALE,9
197435,Gabriele Bischoff,DE,S-D,FEMALE,9
197440,Delara Burkhardt,DE,S-D,FEMALE,9
96837,Petra Kammerevert,DE,S-D,FEMALE,9
96932,Birgit Sippel,DE,S-D,FEMALE,9
103381,Terry Reintke,DE,VERTS-ALE,FEMALE,9
183916,Alexandra Geese,DE,VERTS-ALE,FEMALE,9
197451,Viola von Cramon-Taubadel,DE,VERTS-ALE,FEMALE,9
197453,Anna Deparnay-Grunenberg,DE,VERTS-ALE,FEMALE,9
197457,Henrike Hahn,DE,VERTS-ALE,FEMALE,9
197459,Pierrette Herzberger-Fofana,DE,VERTS-ALE,FEMALE,9
197461,Katrin Langensiepen,DE,VERTS-ALE,FEMALE,9
197464,Hannah Neumann,DE,VERTS-ALE,FEMALE,9
197466,Jutta Paulus,DE,VERTS-ALE,FEMALE,9
206158,Manuela Ripa,DE,VERTS-ALE,FEMALE,9
86793,Anna Cavazzini,DE,VERTS-ALE,FEMALE,9
96734,Ska Keller,DE,VERTS-ALE,FEMALE,9
124862,Ulrike Müller,DE,RENEW,FEMALE,9
197437,Nicola Beer,DE,RENEW,FEMALE,9
197444,Svenja Hahn,DE,RENEW,FEMALE,9
120478,Martina Michels,DE,THE-LEFT,FEMALE,9
197468,Özlem Demirel,DE,THE-LEFT,FEMALE,9
96852,Cornelia Ernst,DE,THE-LEFT,FEMALE,9
197475,Christine Anderson,DE,ID,FEMALE,9
197483,Sylvia Limmer,DE,ID,FEMALE,9
197491,Marina Kaljurand,EE,S-D,FEMALE,9
124700,Jana Toom,EE,RENEW,FEMALE,9
124988,Deirdre Clune,IE,PPE,FEMALE,9
197720,Frances Fitzgerald,IE,PPE,FEMALE,9
197863,Maria Walsh,IE,PPE,FEMALE,9
28115,Mairead McGuinness,IE,PPE,FEMALE,9
197889,Grace O'Sullivan,IE,VERTS-ALE,FEMALE,9
197731,Clare Daly,IE,THE-LEFT,FEMALE,9
197679,Isabel Benjumea Benjumea,ES,PPE,FEMALE,9
197711,Dolors Montserrat,ES,PPE,FEMALE,9
197784,Susana Solís Pérez,ES,PPE,FEMALE,9
247737,Ana Collado Jiménez,ES,PPE,FEMALE,9
28390,Pilar del Castillo Vera,ES,PPE,FEMALE,9
96811,Rosa Estaràs Ferragut,ES,PPE,FEMALE,9
204443,Clara Ponsatí Obiols,ES,NI,FEMALE,9
122978,Alicia Homs Ginel,ES,S-D,FEMALE,9
125043,Inma Rodríguez-Piñero,ES,S-D,FEMALE,9
125045,Clara Aguilera,ES,S-D,FEMALE,9
197702,Lina Gálvez,ES,S-D,FEMALE,9
197719,Cristina Maestre,ES,S-D,FEMALE,9
197728,Mónica Silvana González,ES,S-D,FEMALE,9
197735,Adriana Maldonado López,ES,S-D,FEMALE,9
197742,Isabel García Muñoz,ES,S-D,FEMALE,9
198329,Estrella Durá Ferrandis,ES,S-D,FEMALE,9
247735,Laura Ballarín Cereza,ES,S-D,FEMALE,9
28298,Iratxe García Pérez,ES,S-D,FEMALE,9
96991,Eider Gardiazabal Rubial,ES,S-D,FEMALE,9
197832,Diana Riba i Giner,ES,VERTS-ALE,FEMALE,9
24942,Ana Miranda Paz,ES,VERTS-ALE,FEMALE,9
198096,Mazaly Aguilar,ES,ECR,FEMALE,9
