identifier,name,country,political_group,gender,parliamentary_term,speeches
257135,Valentina Palmisano,IT,THE-LEFT,FEMALE,10,24
257140,Carolina Morace,IT,THE-LEFT,FEMALE,10,16
28617,Inese Vaidere,LV,PPE,FEMALE,10,6
96934,Sandra Kalniete,LV,PPE,FEMALE,10,29
197840,Rasa Juknevičienė,LT,PPE,FEMALE,10,46
96681,Vilija Blinkevičiūtė,LT,S-D,FEMALE,10,22
197421,Isabel Wiseler-Lima,LU,PPE,FEMALE,10,30
249603,Martine Kemp,LU,PPE,FEMALE,10,3
193292,Tilly Metz,LU,VERTS-ALE,FEMALE,10,40
256861,Kinga Kollár,HU,PPE,FEMALE,10,18
256862,Dóra Dávid,HU,PPE,FEMALE,10,21
256865,Eszter Lakos,HU,PPE,FEMALE,10,20
256866,Gabriella Gerzsenyi,HU,PPE,FEMALE,10,26
197579,Klára Dobrev,HU,S-D,FEMALE,10,13
118859,Roberta Metsola,MT,PPE,FEMALE,10,500
256968,Ingeborg Ter Laak,NL,PPE,FEMALE,10,46
256983,Jessika Van Leeuwen,NL,PPE,FEMALE,10,26
276060,Willemien Koning,NL,PPE,FEMALE,10,0
5392,Lara Wolters,NL,S-D,FEMALE,10,11
91636,Marit Maij,NL,S-D,FEMALE,10,57
197772,Tineke Strik,NL,VERTS-ALE,FEMALE,10,47
197870,Kim Van Sparrentak,NL,VERTS-ALE,FEMALE,10,30
256990,Anna Strolenberg,NL,VERTS-ALE,FEMALE,10,31
257437,Catarina Vieira,NL,VERTS-ALE,FEMALE,10,40
256970,Raquel García Hermida-Van Der Walle,NL,RENEW,FEMALE,10,96
256976,Brigitte van den Berg,NL,RENEW,FEMALE,10,32
257003,Jeannette Baljeu,NL,RENEW,FEMALE,10,11
257438,Anouk Van Brug,NL,RENEW,FEMALE,10,9
125023,Anja Hazekamp,NL,THE-LEFT,FEMALE,10,10
197652,Angelika Winzig,AT,PPE,FEMALE,10,24
256831,Sophia Kircher,AT,PPE,FEMALE,10,15
256830,Elisabeth Grossmann,AT,S-D,FEMALE,10,21
96998,Evelyn Regner,AT,S-D,FEMALE,10,28
256833,Lena Schilling,AT,VERTS-ALE,FEMALE,10,30
256839,Anna Stürgkh,AT,RENEW,FEMALE,10,33
197490,Magdalena Adamowicz,PL,PPE,FEMALE,10,24
197525,Ewa Kopacz,PL,PPE,FEMALE,10,127
257032,Kamila Gasiuk-Pihowicz,PL,PPE,FEMALE,10,20
257046,Marta Wcisło,PL,PPE,FEMALE,10,29
257049,Mirosława Nykiel,PL,PPE,FEMALE,10,29
257082,Jagna Marczułajtis-Walczak,PL,PPE,FEMALE,10,15
262021,Hanna Gronkiewicz-Waltz,PL,PPE,FEMALE,10,2
96791,Elżbieta Katarzyna Łukacijewska,PL,PPE,FEMALE,10,21
257064,Anna Bryłka,PL,NI,FEMALE,10,35
257084,Joanna Scheuring-Wielgus,PL,S-D,FEMALE,10,31
124877,Jadwiga Wiśniewska,PL,ECR,FEMALE,10,43
197553,Beata Szydło,PL,ECR,FEMALE,10,31
197572,Anna Zalewska,PL,ECR,FEMALE,10,31
257055,Małgorzata Gosiewska,PL,ECR,FEMALE,10,51
257077,Marlena Maląg,PL,ECR,FEMALE,10,33
110673,Ana Miguel Pedro,PT,PPE,FEMALE,10,50
197738,Lídia Pereira,PT,PPE,FEMALE,10,62
210480,Marta Temido,PT,S-D,FEMALE,10,66
257053,Ana Catarina Mendes,PT,S-D,FEMALE,10,59
257071,Carla Tavares,PT,S-D,FEMALE,10,29
257075,Isilda Gomes,PT,S-D,FEMALE,10,12
257061,Ana Vasconcelos,PT,RENEW,FEMALE,10,19
257063,Catarina Martins,PT,THE-LEFT,FEMALE,10,54
37324,Adina Vălean,RO,PPE,FEMALE,10,10
257120,Diana Iovanovici Şoşoacă,RO,NI,FEMALE,10,96
124785,Maria Grapini,RO,S-D,FEMALE,10,151
257098,Gabriela Firea,RO,S-D,FEMALE,10,10
257105,Roxana Mînzatu,RO,S-D,FEMALE,10,48
257116,Georgiana Teodorescu,RO,ECR,FEMALE,10,43
125104,Romana Tomc,SI,PPE,FEMALE,10,11
256814,Zala Tomašič,SI,PPE,FEMALE,10,12
197447,Irena Joveva,SI,RENEW,FEMALE,10,51
204336,Miriam Lexmann,SK,PPE,FEMALE,10,40
198373,Judita Laššáková,SK,NI,FEMALE,10,14
23868,Monika Beňová,SK,NI,FEMALE,10,15
96653,Katarína Roth Neveďalová,SK,NI,FEMALE,10,43
257011,Lucia Yar,SK,RENEW,FEMALE,10,39
257013,Ľubica Karvašová,SK,RENEW,FEMALE,10,22
257014,Veronika Cifrová Ostrihoňová,SK,RENEW,FEMALE,10,33
124726,Henna Virkkunen,FI,PPE,FEMALE,10,35
40599,Sirpa Pietikäinen,FI,PPE,FEMALE,10,7
98219,Aura Salla,FI,PPE,FEMALE,10,19
256803,Maria Guzenina,FI,S-D,FEMALE,10,33
198076,Maria Ohisalo,FI,VERTS-ALE,FEMALE,10,21
191693,Elsi Katainen,FI,RENEW,FEMALE,10,15
198073,Anna-Maja Henriksson,FI,RENEW,FEMALE,10,27
198084,Katri Kulmuni,FI,RENEW,FEMALE,10,23
124736,Merja Kyllönen,FI,THE-LEFT,FEMALE,10,29
256805,Li Andersson,FI,THE-LEFT,FEMALE,10,46
197404,Jessica Polfjärd,SE,PPE,FEMALE,10,12
197406,Arba Kokalari,SE,PPE,FEMALE,10,14
257089,Alice Teodorescu Måwe,SE,PPE,FEMALE,10,47
197391,Heléne Fritzon,SE,S-D,FEMALE,10,49
197392,Evin Incir,SE,S-D,FEMALE,10,113
257088,Sofie Eriksson,SE,S-D,FEMALE,10,27
197395,Alice Kuhnke,SE,VERTS-ALE,FEMALE,10,34
96675,Isabella Lövin,SE,VERTS-ALE,FEMALE,10,26
257090,Beatrice Timgren,SE,ECR,FEMALE,10,49
197400,Abir Al-Sahlani,SE,RENEW,FEMALE,10,65
197401,Karin Karlsbro,SE,RENEW,FEMALE,10,35
214839,Emma Wiesner,SE,RENEW,FEMALE,10,28
257092,Hanna Gedin,SE,THE-LEFT,FEMALE,10,39
125107,Claude Rolin,BE,PPE,MALE,8,0
129164,Tom Vandenkendelaere,BE,PPE,MALE,8,0
24922,Pascal Arimont,BE,PPE,MALE,8,0
28257,Ivo Belet,BE,PPE,MALE,8,0
124973,Gerolf Annemans,BE,NI,MALE,8,0
124973,Gerolf Annemans,BE,NI,MALE,8,0
29579,Marc Tarabella,BE,NI,MALE,8,0
29579,Marc Tarabella,BE,NI,MALE,8,0
125002,Hugues Bayet,BE,S-D,MALE,8,0
29579,Marc Tarabella,BE,S-D,MALE,8,0
29579,Marc Tarabella,BE,S-D,MALE,8,0
4751,Bart Staes,BE,VERTS-ALE,MALE,8,0
96648,Philippe Lamberts,BE,VERTS-ALE,MALE,8,0
117477,Mark Demesmaeker,BE,ECR,MALE,8,0
125106,Johan Van Overtveldt,BE,ECR,MALE,8,0
125108,Louis Ide,BE,ECR,MALE,8,0
128717,Sander Loones,BE,ECR,MALE,8,0
195454,Ralph Packet,BE,ECR,MALE,8,0
97058,Guy Verhofstadt,BE,RENEW,MALE,8,0
124973,Gerolf Annemans,BE,ID,MALE,8,0
124973,Gerolf Annemans,BE,ID,MALE,8,0
107212,Andrey Novakov,BG,PPE,MALE,8,0
111027,Svetoslav Hristov Malinov,BG,PPE,MALE,8,0
124843,Tomislav Donchev,BG,PPE,MALE,8,0
124850,Emil Radev,BG,PPE,MALE,8,0
189525,Asim Ademov,BG,PPE,MALE,8,0
38601,Vladimir Urutchev,BG,PPE,MALE,8,0
97968,Andrey Kovatchev,BG,PPE,MALE,8,0
124852,Sergei Stanishev,BG,S-D,MALE,8,0
124855,Georgi Pirinski,BG,S-D,MALE,8,0
124857,Peter Kouroumbashev,BG,S-D,MALE,8,0
125013,Momchil Nekov,BG,S-D,MALE,8,0
124871,Nikolay Barekov,BG,ECR,MALE,8,0
124873,Angel Dzhambazki,BG,ECR,MALE,8,0
124866,Ilhan Kyuchyuk,BG,RENEW,MALE,8,0
124701,Luděk Niedermayer,CZ,PPE,MALE,8,0
124702,Jaromír Štětina,CZ,PPE,MALE,8,0
124704,Stanislav Polčák,CZ,PPE,MALE,8,0
124713,Tomáš Zdechovský,CZ,PPE,MALE,8,0
125706,Jiří Pospíšil,CZ,PPE,MALE,8,0
96272,Pavel Svoboda,CZ,PPE,MALE,8,0
84175,Petr Mach,CZ,NI,MALE,8,0
124695,Jan Keller,CZ,S-D,MALE,8,0
124699,Miroslav Poche,CZ,S-D,MALE,8,0
96715,Pavel Poc,CZ,S-D,MALE,8,0
23712,Jan Zahradil,CZ,ECR,MALE,8,0
96713,Evžen Tošenovský,CZ,ECR,MALE,8,0
96705,Bendt Bendtsen,DK,PPE,MALE,8,0
124870,Jeppe Kofod,DK,S-D,MALE,8,0
28154,Ole Christensen,DK,S-D,MALE,8,0
124875,Anders Vistisen,DK,ECR,MALE,8,0
124875,Anders Vistisen,DK,ECR,MALE,8,0
124878,Jørn Dohrmann,DK,ECR,MALE,8,0
96663,Morten Messerschmidt,DK,ECR,MALE,8,0
124872,Morten Petersen,DK,RENEW,MALE,8,0
96709,Morten Løkkegaard,DK,RENEW,MALE,8,0
124875,Anders Vistisen,DK,ID,MALE,8,0
124875,Anders Vistisen,DK,ID,MALE,8,0
1037,Reimer Böge,DE,PPE,MALE,8,0
1038,Karl-Heinz Florenz,DE,PPE,MALE,8,0
124806,David McAllister,DE,PPE,MALE,8,0
124807,Jens Gieseke,DE,PPE,MALE,8,0
124808,Norbert Lins,DE,PPE,MALE,8,0
124809,Sven Schulze,DE,PPE,MALE,8,0
1263,Elmar Brok,DE,PPE,MALE,8,0
1852,Dieter-Lebrecht Koch,DE,PPE,MALE,8,0
188945,Dennis Radtke,DE,PPE,MALE,8,0
1917,Markus Ferber,DE,PPE,MALE,8,0
1922,Thomas Mann,DE,PPE,MALE,8,0
1927,Peter Liese,DE,PPE,MALE,8,0
1928,Werner Langen,DE,PPE,MALE,8,0
194391,Stefan Gehrold,DE,PPE,MALE,8,0
2323,Rainer Wieland,DE,PPE,MALE,8,0
2341,Michael Gahler,DE,PPE,MALE,8,0
28219,Daniel Caspary,DE,PPE,MALE,8,0
28223,Andreas Schwab,DE,PPE,MALE,8,0
28224,Markus Pieper,DE,PPE,MALE,8,0
28225,Herbert Reul,DE,PPE,MALE,8,0
28226,Christian Ehler,DE,PPE,MALE,8,0
28228,Albert Deß,DE,PPE,MALE,8,0
28229,Manfred Weber,DE,PPE,MALE,8,0
96761,Axel Voss,DE,PPE,MALE,8,0
96762,Joachim Zeller,DE,PPE,MALE,8,0
96764,Hermann Winkler,DE,PPE,MALE,8,0
96767,Werner Kuhn,DE,PPE,MALE,8,0
96772,Peter Jahr,DE,PPE,MALE,8,0
96997,Burkhard Balz,DE,PPE,MALE,8,0
124830,Marcus Pretzell,DE,NI,MALE,8,0
124830,Marcus Pretzell,DE,NI,MALE,8,0
124832,Udo Voigt,DE,NI,MALE,8,0
124834,Martin Sonneborn,DE,NI,MALE,8,0
124858,Fabio De Masi,DE,NI,MALE,8,0
190518,Jörg Meuthen,DE,NI,MALE,8,0
190518,Jörg Meuthen,DE,NI,MALE,8,0
124822,Dietmar Köster,DE,S-D,MALE,8,0
124837,Joachim Schuster,DE,S-D,MALE,8,0
124839,Arne Lietz,DE,S-D,MALE,8,0
124840,Jakob von Weizsäcker,DE,S-D,MALE,8,0
185619,Tiemo Wölken,DE,S-D,MALE,8,0
186884,Arndt Kohn,DE,S-D,MALE,8,0
190799,Michael Detjen,DE,S-D,MALE,8,0
1909,Bernd Lange,DE,S-D,MALE,8,0
1911,Martin Schulz,DE,S-D,MALE,8,0
34728,Matthias Groote,DE,S-D,MALE,8,0
4262,Jo Leinen,DE,S-D,MALE,8,0
4267,Udo Bullmann,DE,S-D,MALE,8,0
96833,Jens Geier,DE,S-D,MALE,8,0
96836,Peter Simon,DE,S-D,MALE,8,0
96840,Knut Fleckenstein,DE,S-D,MALE,8,0
96842,Ismail Ertug,DE,S-D,MALE,8,0
96844,Norbert Neuser,DE,S-D,MALE,8,0
124816,Felix Reda,DE,VERTS-ALE,MALE,8,0
124818,Klaus Buchner,DE,VERTS-ALE,MALE,8,0
193273,Romeo Franz,DE,VERTS-ALE,MALE,8,0
28238,Michael Cramer,DE,VERTS-ALE,MALE,8,0
96730,Sven Giegold,DE,VERTS-ALE,MALE,8,0
96736,Jan Philipp Albrecht,DE,VERTS-ALE,MALE,8,0
96739,Reinhard Bütikofer,DE,VERTS-ALE,MALE,8,0
96752,Martin Häusling,DE,VERTS-ALE,MALE,8,0
124815,Arne Gericke,DE,ECR,MALE,8,0
124820,Bernd Lucke,DE,ECR,MALE,8,0
124823,Hans-Olaf Henkel,DE,ECR,MALE,8,0
124824,Bernd Kölmel,DE,ECR,MALE,8,0
124827,Joachim Starbatty,DE,ECR,MALE,8,0
124830,Marcus Pretzell,DE,ECR,MALE,8,0
124830,Marcus Pretzell,DE,ECR,MALE,8,0
190517,Martin Schirdewan,DE,THE-LEFT,MALE,8,0
96646,Helmut Scholz,DE,THE-LEFT,MALE,8,0
190518,Jörg Meuthen,DE,ID,MALE,8,0
190518,Jörg Meuthen,DE,ID,MALE,8,0
28424,Tunne Kelam,EE,PPE,MALE,8,0
197131,Hannes Hanso,EE,S-D,MALE,8,0
97025,Ivari Padar,EE,S-D,MALE,8,0
97136,Indrek Tarand,EE,VERTS-ALE,MALE,8,0
124696,Andrus Ansip,EE,RENEW,MALE,8,0
129073,Urmas Paet,EE,RENEW,MALE,8,0
118658,Brian Hayes,IE,PPE,MALE,8,0
96668,Seán Kelly,IE,PPE,MALE,8,0
2109,Brian Crowley,IE,ECR,MALE,8,0
124985,Luke Ming Flanagan,IE,THE-LEFT,MALE,8,0
125006,Francisco de Paula Gambus Millet,ES,PPE,MALE,8,0
125027,Esteban González Pons,ES,PPE,MALE,8,0
125032,Ramón Luis Valcárcel Siso,ES,PPE,MALE,8,0
1351,Miguel Arias Cañete,ES,PPE,MALE,8,0
2002,José Ignacio Salafranca Sánchez-Neyra,ES,PPE,MALE,8,0
28393,Luis de Grandes Pascual,ES,PPE,MALE,8,0
28397,Agustín Díaz de Mera García Consuegra,ES,PPE,MALE,8,0
28398,Carlos Iturgaiz,ES,PPE,MALE,8,0
28399,Antonio López-Istúriz White,ES,PPE,MALE,8,0
28400,Francisco José Millán Mon,ES,PPE,MALE,8,0
96729,Santiago Fisas Ayxelà,ES,PPE,MALE,8,0
96763,Pablo Zalba Bidegain,ES,PPE,MALE,8,0
96808,Pablo Arias Echeverría,ES,PPE,MALE,8,0
96936,Gabriel Mato,ES,PPE,MALE,8,0
96812,Juan Fernando López Aguilar,ES,NI,MALE,8,0
96812,Juan Fernando López Aguilar,ES,NI,MALE,8,0
103488,Sergio Gutiérrez Prieto,ES,S-D,MALE,8,0
125042,Javi López,ES,S-D,MALE,8,0
125044,José Blanco López,ES,S-D,MALE,8,0
125046,Jonás Fernández,ES,S-D,MALE,8,0
96768,Enrique Guerrero Salom,ES,S-D,MALE,8,0
96812,Juan Fernando López Aguilar,ES,S-D,MALE,8,0
96812,Juan Fernando López Aguilar,ES,S-D,MALE,8,0
97078,Ramón Jáuregui Atondo,ES,S-D,MALE,8,0
124932,Josep-Maria Terricabras,ES,VERTS-ALE,MALE,8,0
124933,Ernest Maragall,ES,VERTS-ALE,MALE,8,0
124972,Ernest Urtasun,ES,VERTS-ALE,MALE,8,0
125053,Jordi Vicent Sebastia Talavera,ES,VERTS-ALE,MALE,8,0
185974,Jordi Solé,ES,VERTS-ALE,MALE,8,0
26146,Florent Marcellesi,ES,VERTS-ALE,MALE,8,0
125005,Javier Nart,ES,RENEW,MALE,8,0
131507,Miguel Urbán Crespo,ES,THE-LEFT,MALE,8,0
108080,Franck Proust,FR,PPE,MALE,8,0
1204,Alain Lamassoure,FR,PPE,MALE,8,0
124728,Marc Joulaud,FR,PPE,MALE,8,0
124729,Renaud Muselier,FR,PPE,MALE,8,0
124731,Jérôme Lavrilleux,FR,PPE,MALE,8,0
190774,Geoffroy Didier,FR,PPE,MALE,8,0
5565,Brice Hortefeux,FR,PPE,MALE,8,0
96747,Arnaud Danjean,FR,PPE,MALE,8,0
96849,Alain Cadec,FR,PPE,MALE,8,0
96884,Philippe Juvin,FR,PPE,MALE,8,0
96931,Maurice Ponga,FR,PPE,MALE,8,0
97296,Michel Dantin,FR,PPE,MALE,8,0
1023,Jean-Marie Le Pen,FR,NI,MALE,8,0
110977,Florian Philippot,FR,NI,MALE,8,0
1164,Bruno Gollnisch,FR,NI,MALE,8,0
124738,Gilles Lebreton,FR,NI,MALE,8,0
124738,Gilles Lebreton,FR,NI,MALE,8,0
124751,Dominique Martin,FR,NI,MALE,8,0
124752,Aymeric Chauprade,FR,NI,MALE,8,0
124755,Jean-Luc Schaffhauser,FR,NI,MALE,8,0
124757,Steeve Briois,FR,NI,MALE,8,0
124760,Nicolas Bay,FR,NI,MALE,8,0
124760,Nicolas Bay,FR,NI,MALE,8,0
124760,Nicolas Bay,FR,NI,MALE,8,0
124761,Bernard Monot,FR,NI,MALE,8,0
124767,Edouard Ferrand,FR,NI,MALE,8,0
124770,Jean-François Jalkh,FR,NI,MALE,8,0
124770,Jean-François Jalkh,FR,NI,MALE,8,0
125684,Philippe Loiseau,FR,NI,MALE,8,0
24505,Emmanuel Maurel,FR,NI,MALE,8,0
24505,Emmanuel Maurel,FR,NI,MALE,8,0
24505,Emmanuel Maurel,FR,NI,MALE,8,0
30190,Louis Aliot,FR,NI,MALE,8,0
113892,Eric Andrieu,FR,S-D,MALE,8,0
124693,Pascal Durand,FR,S-D,MALE,8,0
124693,Pascal Durand,FR,S-D,MALE,8,0
124693,Pascal Durand,FR,S-D,MALE,8,0
124725,Louis-Joseph Manscour,FR,S-D,MALE,8,0
124947,Edouard Martin,FR,S-D,MALE,8,0
24505,Emmanuel Maurel,FR,S-D,MALE,8,0
24505,Emmanuel Maurel,FR,S-D,MALE,8,0
24505,Emmanuel Maurel,FR,S-D,MALE,8,0
28166,Vincent Peillon,FR,S-D,MALE,8,0
94282,Jean-Paul Denanot,FR,S-D,MALE,8,0
96948,Gilles Pargneaux,FR,S-D,MALE,8,0
124693,Pascal Durand,FR,VERTS-ALE,MALE,8,0
124693,Pascal Durand,FR,VERTS-ALE,MALE,8,0
124693,Pascal Durand,FR,VERTS-ALE,MALE,8,0
96740,Yannick Jadot,FR,VERTS-ALE,MALE,8,0
96744,José Bové,FR,VERTS-ALE,MALE,8,0
124760,Nicolas Bay,FR,ECR,MALE,8,0
124760,Nicolas Bay,FR,ECR,MALE,8,0
124760,Nicolas Bay,FR,ECR,MALE,8,0
124693,Pascal Durand,FR,RENEW,MALE,8,0
124693,Pascal Durand,FR,RENEW,MALE,8,0
124693,Pascal Durand,FR,RENEW,MALE,8,0
96885,Dominique Riquet,FR,RENEW,MALE,8,0
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,8,0
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,8,0
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,8,0
30482,Younous Omarjee,FR,THE-LEFT,MALE,8,0
124738,Gilles Lebreton,FR,ID,MALE,8,0
124738,Gilles Lebreton,FR,ID,MALE,8,0
124760,Nicolas Bay,FR,ID,MALE,8,0
124760,Nicolas Bay,FR,ID,MALE,8,0
124760,Nicolas Bay,FR,ID,MALE,8,0
124770,Jean-François Jalkh,FR,ID,MALE,8,0
124770,Jean-François Jalkh,FR,ID,MALE,8,0
112755,Andrej Plenković,HR,PPE,MALE,8,0
119435,Davor Ivo Stier,HR,PPE,MALE,8,0
185340,Ivica Tolić,HR,PPE,MALE,8,0
112744,Tonino Picula,HR,S-D,MALE,8,0
124756,Davor Škrlec,HR,VERTS-ALE,MALE,8,0
124764,Giovanni Toti,IT,PPE,MALE,8,0
124772,Alberto Cirio,IT,PPE,MALE,8,0
124794,Remo Sernagiotto,IT,PPE,MALE,8,0
124794,Remo Sernagiotto,IT,PPE,MALE,8,0
124795,Flavio Tosi,IT,PPE,MALE,8,0
124795,Flavio Tosi,IT,PPE,MALE,8,0
124828,Fulvio Martusciello,IT,PPE,MALE,8,0
124853,Salvatore Domenico Pogliese,IT,PPE,MALE,8,0
124854,Salvatore Cicu,IT,PPE,MALE,8,0
125670,Massimiliano Salini,IT,PPE,MALE,8,0
133326,Stefano Maullu,IT,PPE,MALE,8,0
133326,Stefano Maullu,IT,PPE,MALE,8,0
193706,Giovanni Miccichè,IT,PPE,MALE,8,0
2187,Antonio Tajani,IT,PPE,MALE,8,0
28451,Lorenzo Cesa,IT,PPE,MALE,8,0
36392,Aldo Patriciello,IT,PPE,MALE,8,0
36392,Aldo Patriciello,IT,PPE,MALE,8,0
4465,Raffaele Fitto,IT,PPE,MALE,8,0
4465,Raffaele Fitto,IT,PPE,MALE,8,0
72754,Innocenzo Leontini,IT,PPE,MALE,8,0
72754,Innocenzo Leontini,IT,PPE,MALE,8,0
96787,Herbert Dorfmann,IT,PPE,MALE,8,0
96816,Giovanni La Via,IT,PPE,MALE,8,0
124778,Marco Valli,IT,NI,MALE,8,0
124780,Marco Zanni,IT,NI,MALE,8,0
124780,Marco Zanni,IT,NI,MALE,8,0
124795,Flavio Tosi,IT,NI,MALE,8,0
124795,Flavio Tosi,IT,NI,MALE,8,0
124796,David Borrelli,IT,NI,MALE,8,0
124797,Marco Affronte,IT,NI,MALE,8,0
124797,Marco Affronte,IT,NI,MALE,8,0
124812,Fabio Massimo Castaldo,IT,NI,MALE,8,0
124812,Fabio Massimo Castaldo,IT,NI,MALE,8,0
124813,Dario Tamburrano,IT,NI,MALE,8,0
124813,Dario Tamburrano,IT,NI,MALE,8,0
124844,Piernicola Pedicini,IT,NI,MALE,8,0
124844,Piernicola Pedicini,IT,NI,MALE,8,0
124856,Ignazio Corrao,IT,NI,MALE,8,0
124856,Ignazio Corrao,IT,NI,MALE,8,0
124860,Renato Soru,IT,NI,MALE,8,0
124860,Renato Soru,IT,NI,MALE,8,0
124869,Gianluca Buonanno,IT,NI,MALE,8,0
125237,Marco Zullo,IT,NI,MALE,8,0
125237,Marco Zullo,IT,NI,MALE,8,0
21817,Mario Borghezio,IT,NI,MALE,8,0
28404,Matteo Salvini,IT,NI,MALE,8,0
96880,Andrea Cozzolino,IT,NI,MALE,8,0
96880,Andrea Cozzolino,IT,NI,MALE,8,0
96993,Lorenzo Fontana,IT,NI,MALE,8,0
124788,Luigi Morgano,IT,S-D,MALE,8,0
124791,Daniele Viotti,IT,S-D,MALE,8,0
124800,Flavio Zanonato,IT,S-D,MALE,8,0
124817,Enrico Gasbarra,IT,S-D,MALE,8,0
124819,Goffredo Maria Bettini,IT,S-D,MALE,8,0
124821,Nicola Danti,IT,S-D,MALE,8,0
124821,Nicola Danti,IT,S-D,MALE,8,0
124849,Massimo Paolucci,IT,S-D,MALE,8,0
124851,Nicola Caputo,IT,S-D,MALE,8,0
124860,Renato Soru,IT,S-D,MALE,8,0
124860,Renato Soru,IT,S-D,MALE,8,0
124867,Brando Benifei,IT,S-D,MALE,8,0
131051,Damiano Zoffoli,IT,S-D,MALE,8,0
192634,Giuseppe Ferrandino,IT,S-D,MALE,8,0
192634,Giuseppe Ferrandino,IT,S-D,MALE,8,0
28365,Pier Antonio Panzeri,IT,S-D,MALE,8,0
4436,Gianni Pittella,IT,S-D,MALE,8,0
96864,David Maria Sassoli,IT,S-D,MALE,8,0
96880,Andrea Cozzolino,IT,S-D,MALE,8,0
96880,Andrea Cozzolino,IT,S-D,MALE,8,0
96891,Paolo De Castro,IT,S-D,MALE,8,0
96892,Roberto Gualtieri,IT,S-D,MALE,8,0
96915,Sergio Gaetano Cofferati,IT,S-D,MALE,8,0
124797,Marco Affronte,IT,VERTS-ALE,MALE,8,0
124797,Marco Affronte,IT,VERTS-ALE,MALE,8,0
124844,Piernicola Pedicini,IT,VERTS-ALE,MALE,8,0
124844,Piernicola Pedicini,IT,VERTS-ALE,MALE,8,0
124856,Ignazio Corrao,IT,VERTS-ALE,MALE,8,0
124856,Ignazio Corrao,IT,VERTS-ALE,MALE,8,0
124794,Remo Sernagiotto,IT,ECR,MALE,8,0
124794,Remo Sernagiotto,IT,ECR,MALE,8,0
133326,Stefano Maullu,IT,ECR,MALE,8,0
133326,Stefano Maullu,IT,ECR,MALE,8,0
4465,Raffaele Fitto,IT,ECR,MALE,8,0
4465,Raffaele Fitto,IT,ECR,MALE,8,0
72754,Innocenzo Leontini,IT,ECR,MALE,8,0
72754,Innocenzo Leontini,IT,ECR,MALE,8,0
124812,Fabio Massimo Castaldo,IT,RENEW,MALE,8,0
124812,Fabio Massimo Castaldo,IT,RENEW,MALE,8,0
124821,Nicola Danti,IT,RENEW,MALE,8,0
124821,Nicola Danti,IT,RENEW,MALE,8,0
125237,Marco Zullo,IT,RENEW,MALE,8,0
125237,Marco Zullo,IT,RENEW,MALE,8,0
192634,Giuseppe Ferrandino,IT,RENEW,MALE,8,0
192634,Giuseppe Ferrandino,IT,RENEW,MALE,8,0
124813,Dario Tamburrano,IT,THE-LEFT,MALE,8,0
124813,Dario Tamburrano,IT,THE-LEFT,MALE,8,0
124780,Marco Zanni,IT,ID,MALE,8,0
124780,Marco Zanni,IT,ID,MALE,8,0
183793,Angelo Ciocca,IT,ID,MALE,8,0
192635,Danilo Oscar Lancini,IT,ID,MALE,8,0
36392,Aldo Patriciello,IT,ID,MALE,8,0
36392,Aldo Patriciello,IT,ID,MALE,8,0
124688,Christos Stylianides,CY,PPE,MALE,8,0
26837,Lefteris Christoforou,CY,PPE,MALE,8,0
124691,Costas Mavrides,CY,S-D,MALE,8,0
124692,Demetris Papadakis,CY,S-D,MALE,8,0
111033,Kārlis Šadurskis,LV,PPE,MALE,8,0
124743,Artis Pabriks,LV,PPE,MALE,8,0
196042,Aleksejs Loskutovs,LV,PPE,MALE,8,0
28618,Valdis Dombrovskis,LV,PPE,MALE,8,0
96901,Krišjānis Kariņš,LV,PPE,MALE,8,0
124746,Andrejs Mamikins,LV,S-D,MALE,8,0
191695,Miroslavs Mitrofanovs,LV,VERTS-ALE,MALE,8,0
28615,Roberts Zīle,LV,ECR,MALE,8,0
124759,Gabrielius Landsbergis,LT,PPE,MALE,8,0
124763,Antanas Guoga,LT,PPE,MALE,8,0
96696,Algirdas Saudargas,LT,PPE,MALE,8,0
124768,Valentinas Mazuronis,LT,NI,MALE,8,0
96694,Rolandas Paksas,LT,NI,MALE,8,0
96698,Viktor Uspaskich,LT,NI,MALE,8,0
96698,Viktor Uspaskich,LT,NI,MALE,8,0
96680,Zigmantas Balčytis,LT,S-D,MALE,8,0
125214,Bronis Ropė,LT,VERTS-ALE,MALE,8,0
96697,Waldemar Tomaszewski,LT,ECR,MALE,8,0
124766,Petras Auštrevičius,LT,RENEW,MALE,8,0
96698,Viktor Uspaskich,LT,RENEW,MALE,8,0
96698,Viktor Uspaskich,LT,RENEW,MALE,8,0
193419,Christophe Hansen,LU,PPE,MALE,8,0
96876,Frank Engel,LU,PPE,MALE,8,0
97293,Georges Bach,LU,PPE,MALE,8,0
4432,Claude Turmes,LU,VERTS-ALE,MALE,8,0
840,Charles Goerens,LU,RENEW,MALE,8,0
124711,Norbert Erdős,HU,PPE,MALE,8,0
124714,Andor Deli,HU,PPE,MALE,8,0
124714,Andor Deli,HU,PPE,MALE,8,0
124715,György Hölvényi,HU,PPE,MALE,8,0
23816,András Gyürk,HU,PPE,MALE,8,0
23816,András Gyürk,HU,PPE,MALE,8,0
23821,József Szájer,HU,PPE,MALE,8,0
28135,György Schöpflin,HU,PPE,MALE,8,0
39726,László Tőkés,HU,PPE,MALE,8,0
